country;receptor;s_year;s_month;s_day;start;e_year;e_month;e_day;end;leader;office;description;election_year;lame_duck;gdpcapita;external_balance
United Kingdom;Germany;2013;April;12;12/04/2013;2013;April;14;14/04/2013;David Cameron;Prime Minister;Cameron held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;Russia;2013;May;10;10/05/2013;2013;May;10;10/05/2013;David Cameron;Prime Minister;Cameron held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;United States;2013;May;12;12/05/2013;2013;May;15;15/05/2013;David Cameron;Prime Minister;Cameron attended the UN High Level Panel and held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;Belgium;2013;May;22;22/05/2013;2013;May;22;22/05/2013;David Cameron;Prime Minister;Cameron attended the European Council and held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;Belgium;2013;June;27;27/06/2013;2013;June;28;28/06/2013;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;43449,09;-1,557
United Kingdom;Afghanistan;2013;June;29;29/06/2013;2013;June;29;29/06/2013;David Cameron;Prime Minister;Cameron met with British forces.;0;0;43449,09;-1,557
United Kingdom;Pakistan;2013;June;30;30/06/2013;2013;June;30;30/06/2013;David Cameron;Prime Minister;Cameron held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;Kazakhstan;2013;July;1;01/07/2013;2013;July;1;01/07/2013;David Cameron;Prime Minister;Cameron met withPresidentNursultan Nazarbayev.;0;0;43449,09;-1,557
United Kingdom;Russia;2013;September;5;05/09/2013;2013;September;6;06/09/2013;David Cameron;Prime Minister;Cameron attended the8th G20 summit.;0;0;43449,09;-1,557
United Kingdom;Belgium;2013;October;24;24/10/2013;2013;October;25;25/10/2013;David Cameron;Prime Minister;Cameron attended the European Council and held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;India;2013;November;13;13/11/2013;2013;November;16;16/11/2013;David Cameron;Prime Minister;Cameron attended the2013 Commonwealth Heads of Government Meetingin Colombo and held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;United Arab Emirates;2013;November;17;17/11/2013;2013;November;18;18/11/2013;David Cameron;Prime Minister;Oficial visit.;0;0;43449,09;-1,557
United Kingdom;Sri Lanka;2013;November;19;19/11/2013;2013;November;19;19/11/2013;David Cameron;Prime Minister;Oficial visit.;0;0;43449,09;-1,557
United Kingdom;Lithuania;2013;November;28;28/11/2013;2013;November;29;29/11/2013;David Cameron;Prime Minister;Cameron attended theEastern Partnershipsummit.;0;0;43449,09;-1,557
United Kingdom;China;2013;December;1;01/12/2013;2013;December;3;03/12/2013;David Cameron;Prime Minister;Cameron undertook an overseas trade mission and held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;South Africa;2013;December;9;09/12/2013;2013;December;11;11/12/2013;David Cameron;Prime Minister;Cameron attended the memorial service ofNelson Mandela.;0;0;43449,09;-1,557
United Kingdom;Afghanistan;2013;December;15;15/12/2013;2013;December;16;16/12/2013;David Cameron;Prime Minister;Cameron met with British forces.;0;0;43449,09;-1,557
United Kingdom;Belgium;2013;December;19;19/12/2013;2013;December;20;20/12/2013;David Cameron;Prime Minister;Cameron attended the European Council and held bilateral meetings.;0;0;43449,09;-1,557
United Kingdom;Switzerland;2014;January;23;23/01/2014;2014;January;24;24/01/2014;David Cameron;Prime Minister;Cameron attended theWorld Economic ForumatDavos.;0;0;47447,59;-0,2077
United Kingdom;Belgium;2014;March;6;06/03/2014;2014;March;6;06/03/2014;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;47447,59;-0,2077
United Kingdom;Germany;2014;March;9;09/03/2014;2014;March;10;10/03/2014;David Cameron;Prime Minister;Cameron attended theCeBITtrade fair.;0;0;47447,59;-0,2077
United Kingdom;Israel;2014;March;12;12/03/2014;2014;March;13;13/03/2014;David Cameron;Prime Minister;Cameron undertook a trade mission and held bilateral meetings.;0;0;47447,59;-0,2077
United Kingdom;Belgium;2014;March;20;20/03/2014;2014;March;21;21/03/2014;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;47447,59;-0,2077
United Kingdom;Netherlands;2014;March;24;24/03/2014;2014;March;25;25/03/2014;David Cameron;Prime Minister;Cameron attended the Nuclear Security summit and held bilateral meetings.;0;0;47447,59;-0,2077
United Kingdom;Belgium;2014;May;27;27/05/2014;2014;May;28;28/05/2014;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;47447,59;-0,2077
United Kingdom;Belgium;2014;June;4;04/06/2014;2014;June;5;05/06/2014;David Cameron;Prime Minister;Cameron attended the40th G7 summit.;0;0;47447,59;-0,2077
United Kingdom;France;2014;June;5;05/06/2014;2014;June;6;06/06/2014;David Cameron;Prime Minister;Cameron attendedD-Daycommemorations.;0;0;47447,59;-0,2077
United Kingdom;Sweden;2014;June;9;09/06/2014;2014;June;10;10/06/2014;David Cameron;Prime Minister;Cameron attended a meeting with ChancellorMerkel, Prime Minister Reinfeldt and Prime Minister Rutte.;0;0;47447,59;-0,2077
United Kingdom;Belgium;2014;June;26;26/06/2014;2014;June;27;27/06/2014;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;47447,59;-0,2077
United Kingdom;Belgium;2014;July;16;16/07/2014;2014;July;17;17/07/2014;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;47447,59;-0,2077
United Kingdom;France;2014;August;4;04/08/2014;2014;August;4;04/08/2014;David Cameron;Prime Minister;Cameron attendedFirst World War centenary Commemorations.;0;0;47447,59;-0,2077
United Kingdom;Belgium;2014;August;27;27/08/2014;2014;August;30;30/08/2014;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;47447,59;-0,2077
United Kingdom;United States;2014;September;22;22/09/2014;2014;September;24;24/09/2014;David Cameron;Prime Minister;Cameron attended the 69th United Nations General Assembly.;0;0;47447,59;-0,2077
United Kingdom;Afghanistan;2014;October;3;03/10/2014;2014;October;3;03/10/2014;David Cameron;Prime Minister;Cameron became the first foreign leader to visit new President of Afghanistan, Ashraf Ghani.;0;0;47447,59;-0,2077
United Kingdom;Italy;2014;October;16;16/10/2014;2014;October;17;17/10/2014;David Cameron;Prime Minister;Cameron attended the Asia-Europe meeting.;0;0;47447,59;-0,2077
United Kingdom;Belgium;2014;October;23;23/10/2014;2014;October;24;24/10/2014;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;47447,59;-0,2077
United Kingdom;Finland;2014;November;6;06/11/2014;2014;November;7;07/11/2014;David Cameron;Prime Minister;Cameron attended theNorthern Future Forum.;0;0;47447,59;-0,2077
United Kingdom;Australia;2014;November;13;13/11/2014;2014;November;17;17/11/2014;David Cameron;Prime Minister;Cameron attended the9th G20 summit.;0;0;47447,59;-0,2077
United Kingdom;Turkey;2014;December;9;09/12/2014;2014;December;9;09/12/2014;David Cameron;Prime Minister;Cameron held bilateral meetings with Prime Minister Davuto?luand, President Recep Tayyip Erdo?an.;0;0;47447,59;-0,2077
United Kingdom;Poland;2014;December;10;10/12/2014;2014;December;10;10/12/2014;David Cameron;Prime Minister;Cameron visited theAuschwitz concentration camp.;0;0;47447,59;-0,2077
United Kingdom;Belgium;2014;December;18;18/12/2014;2014;December;18;18/12/2014;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;47447,59;-0,2077
United Kingdom;France;2015;January;11;11/01/2015;2015;January;11;11/01/2015;David Cameron;Prime Minister;Cameron met withPresidentHollandeand other leaders and to attendmarch.;1;0;45071,07;-1,6523
United Kingdom;United States;2015;January;15;15/01/2015;2015;January;16;16/01/2015;David Cameron;Prime Minister;Cameron undertook a Global economy security visit and attended bilateral meetings.;1;0;45071,07;-1,6523
United Kingdom;Saudi Arabia;2015;January;24;24/01/2015;2015;January;24;24/01/2015;David Cameron;Prime Minister;Cameron paid condolences following the death of KingAbdullah bin Abdulaziz.;1;0;45071,07;-1,6523
United Kingdom;Belgium;2015;February;12;12/02/2015;2015;February;12;12/02/2015;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;45071,07;-1,6523
United Kingdom;Belgium;2015;March;19;19/03/2015;2015;March;20;20/03/2015;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;45071,07;-1,6523
United Kingdom;Belgium;2015;April;23;23/04/2015;2015;April;23;23/04/2015;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;45071,07;-1,6523
United Kingdom;Latvia;2015;May;21;21/05/2015;2015;May;21;21/05/2015;David Cameron;Prime Minister;Cameron attended the Eastern partnership summit.;1;0;45071,07;-1,6523
United Kingdom;Netherlands;2015;May;28;28/05/2015;2015;May;29;29/05/2015;David Cameron;Prime Minister;Cameron held bilateral talks with Prime Minister Rutte, President Hollande, Prime Minister Kopaczand, Chancellor Merkel.;1;0;45071,07;-1,6523
United Kingdom;Germany;2015;June;7;07/06/2015;2015;June;7;07/06/2015;David Cameron;Prime Minister;Cameron attended the41st G7 summit.;1;0;45071,07;-1,6523
United Kingdom;Belgium;2015;June;10;10/06/2015;2015;June;10;10/06/2015;David Cameron;Prime Minister;Cameron attended the EU-CELAC meeting.;1;0;45071,07;-1,6523
United Kingdom;Italy;2015;June;17;17/06/2015;2015;June;17;17/06/2015;David Cameron;Prime Minister;Cameron visitedExpo 2015and held bilateral meetings.;1;0;45071,07;-1,6523
United Kingdom;Luxembourg;2015;June;17;17/06/2015;2015;June;17;17/06/2015;David Cameron;Prime Minister;Cameron held a bilateral meeting withPrime MinisterBettel.;1;0;45071,07;-1,6523
United Kingdom;Slovenia;2015;June;18;18/06/2015;2015;June;18;18/06/2015;David Cameron;Prime Minister;Cameron held Bilateral talks withPrime MinisterCerar,Prime MinisterSobotkaand attended the GLOBSEC Conference.;1;0;45071,07;-1,6523
United Kingdom;Slovakia;2015;June;19;19/06/2015;2015;June;19;19/06/2015;David Cameron;Prime Minister;Oficial visit.;1;0;45071,07;-1,6523
United Kingdom;Germany;2015;June;24;24/06/2015;2015;June;25;25/06/2015;David Cameron;Prime Minister;Cameron took part in the German State Visit.;1;0;45071,07;-1,6523
United Kingdom;Belgium;2015;June;25;25/06/2015;2015;June;26;26/06/2015;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;45071,07;-1,6523
United Kingdom;Indonesia;2015;June;26;26/06/2015;2015;June;27;27/06/2015;David Cameron;Prime Minister;Cameron took a Trade Mission and held bilateral talks.;1;0;45071,07;-1,6523
United Kingdom;Singapore;2015;June;28;28/06/2015;2015;June;29;29/06/2015;David Cameron;Prime Minister;Oficial visit.;1;0;45071,07;-1,6523
United Kingdom;Vietnam;2015;June;30;30/06/2015;2015;June;30;30/06/2015;David Cameron;Prime Minister;Oficial visit.;1;0;45071,07;-1,6523
United Kingdom;Malaysia;2015;June;30;30/06/2015;2015;June;30;30/06/2015;David Cameron;Prime Minister;Oficial visit.;1;0;45071,07;-1,6523
United Kingdom;Portugal;2015;September;3;03/09/2015;2015;September;3;03/09/2015;David Cameron;Prime Minister;Cameron held Bilateral talks withPrime MinisterPassos CoelhoandPrime MinisterRajoy.;1;0;45071,07;-1,6523
United Kingdom;Spain;2015;September;4;04/09/2015;2015;September;4;04/09/2015;David Cameron;Prime Minister;Oficial visit.;1;0;45071,07;-1,6523
United Kingdom;Lebanon;2015;September;14;14/09/2015;2015;September;14;14/09/2015;David Cameron;Prime Minister;Cameron held bilateral talks withPrime MinisterSalamand KingAbdullah II.;1;0;45071,07;-1,6523
United Kingdom;Jordan;2015;September;14;14/09/2015;2015;September;14;14/09/2015;David Cameron;Prime Minister;Oficial visit.;1;0;45071,07;-1,6523
United Kingdom;Belgium;2015;September;23;23/09/2015;2015;September;24;24/09/2015;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;45071,07;-1,6523
United Kingdom;United States;2015;September;27;27/09/2015;2015;September;29;29/09/2015;David Cameron;Prime Minister;Cameron attended the 70thUnited Nations General Assemblyand held Bilateral talks withPrime MinisterSimpson MillerandPrime MinisterMitchell.;1;0;45071,07;-1,6523
United Kingdom;Jamaica;2015;September;30;30/09/2015;2015;September;30;30/09/2015;David Cameron;Prime Minister;Oficial visit.;1;0;45071,07;-1,6523
United Kingdom;Grenada;2015;October;1;01/10/2015;2015;October;1;01/10/2015;David Cameron;Prime Minister;Oficial visit.;1;0;45071,07;-1,6523
United Kingdom;Belgium;2015;October;15;15/10/2015;2015;October;16;16/10/2015;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;45071,07;-1,6523
United Kingdom;Iceland;2015;October;22;22/10/2015;2015;October;29;29/10/2015;David Cameron;Prime Minister;Cameron attended theNorthern Future Forum.;1;0;45071,07;-1,6523
United Kingdom;Malta;2015;November;11;11/11/2015;2015;November;12;12/11/2015;David Cameron;Prime Minister;Cameron attended a Migration summit and held bilateral talks.;1;0;45071,07;-1,6523
United Kingdom;Turkey;2015;November;15;15/11/2015;2015;November;16;16/11/2015;David Cameron;Prime Minister;Cameron attended the10th G20 summit.;1;0;45071,07;-1,6523
United Kingdom;France;2015;November;23;23/11/2015;2015;November;23;23/11/2015;David Cameron;Prime Minister;Cameron held bilateral talks withPresidentHollande.;1;0;45071,07;-1,6523
United Kingdom;Austria;2015;November;26;26/11/2015;2015;November;26;26/11/2015;David Cameron;Prime Minister;Cameron held bilateral talks.;1;0;45071,07;-1,6523
United Kingdom;Malta;2015;November;27;27/11/2015;2015;November;28;28/11/2015;David Cameron;Prime Minister;Cameron attended the2015 Commonwealth Heads of Government Meeting.;1;0;45071,07;-1,6523
United Kingdom;Belgium;2015;November;29;29/11/2015;2015;November;29;29/11/2015;David Cameron;Prime Minister;Cameron attended the EU-Turkey summit.;1;0;45071,07;-1,6523
United Kingdom;France;2015;November;30;30/11/2015;2015;November;30;30/11/2015;David Cameron;Prime Minister;Cameron attended the2015 United Nations Climate Change Conference.;1;0;45071,07;-1,6523
United Kingdom;Bulgaria;2015;December;3;03/12/2015;2015;December;4;04/12/2015;David Cameron;Prime Minister;Cameron held bilateral talks.;1;0;45071,07;-1,6523
United Kingdom;Romania;2015;December;9;09/12/2015;2015;December;9;09/12/2015;David Cameron;Prime Minister;Cameron held bilateral talks.;1;0;45071,07;-1,6523
United Kingdom;Poland;2015;December;10;10/12/2015;2015;December;10;10/12/2015;David Cameron;Prime Minister;Oficial visit.;1;0;45071,07;-1,6523
United Kingdom;Belgium;2015;December;17;17/12/2015;2015;December;17;17/12/2015;David Cameron;Prime Minister;Cameron attended the European Council.;1;0;45071,07;-1,6523
United Kingdom;Germany;2016;January;6;06/01/2016;2016;January;6;06/01/2016;David Cameron;Prime Minister;Cameron held bilateral meetings.;0;0;41146,08;-1,9552
United Kingdom;Hungary;2016;January;7;07/01/2016;2016;January;7;07/01/2016;David Cameron;Prime Minister;Oficial visit.;0;0;41146,08;-1,9552
United Kingdom;Switzerland;2016;January;20;20/01/2016;2016;January;21;21/01/2016;David Cameron;Prime Minister;Cameron attended theWorld Economic Forum;0;0;41146,08;-1,9552
United Kingdom;Czech Republic;2016;January;22;22/01/2016;2016;January;22;22/01/2016;David Cameron;Prime Minister;Cameron held bilateral talks withPrime MinisterSobotkaandPresidentZeman.;0;0;41146,08;-1,9552
United Kingdom;Belgium;2016;January;29;29/01/2016;2016;January;29;29/01/2016;David Cameron;Prime Minister;Cameron had a working lunch withPresident of the European CommissionJean-Claude Junckerand a bilateral meeting withPresident of the European ParliamentMartin Schulz.;0;0;41146,08;-1,9552
United Kingdom;Poland;2016;February;4;04/02/2016;2016;February;4;04/02/2016;David Cameron;Prime Minister;Cameron held bilateral talks.;0;0;41146,08;-1,9552
United Kingdom;Denmark;2016;February;5;05/02/2016;2016;February;5;05/02/2016;David Cameron;Prime Minister;Oficial visit.;0;0;41146,08;-1,9552
United Kingdom;Germany;2016;February;12;12/02/2016;2016;February;12;12/02/2016;David Cameron;Prime Minister;Cameron had a working dinner withChancellorMerkel;0;0;41146,08;-1,9552
United Kingdom;France;2016;February;15;15/02/2016;2016;February;15;15/02/2016;David Cameron;Prime Minister;Cameron held a bilateral meeting withPresidentHollande;0;0;41146,08;-1,9552
United Kingdom;Belgium;2016;February;16;16/02/2016;2016;February;16;16/02/2016;David Cameron;Prime Minister;Cameron attended theConference of Presidents of the European Parliament.;0;0;41146,08;-1,9552
United Kingdom;Belgium;2016;February;18;18/02/2016;2016;February;19;19/02/2016;David Cameron;Prime Minister;Cameron attended the European Council.;0;0;41146,08;-1,9552
United Kingdom;France;2016;March;3;03/03/2016;2016;March;3;03/03/2016;David Cameron;Prime Minister;Cameron attended the UK-France Defence summit.;0;0;41146,08;-1,9552
United Kingdom;Belgium;2016;March;7;07/03/2016;2016;March;7;07/03/2016;David Cameron;Prime Minister;Cameron attended the EU-Turkey summit.;0;0;41146,08;-1,9552
